   2  X13112700 (*                        |                        ), 0.000,  0.000,  0.000,  0.000,  0.000
   2  X13112701 (*                        |                        ), 0.000,  0.000,  0.000,  0.000,  0.000
   2  X13113300 (*                        |                        ), 0.000,  0.000,  0.000,  0.000,  0.000
   2  X13113301 (*-                       |                        ), 0.000,  0.000,  0.000,  0.000,  0.043
   2  X13113400 (*                        |                        ), 0.000,  0.000,  0.000,  0.000,  0.000
   2  X13113401 (*                        |                        ), 0.000,  0.000,  0.000,  0.000,  0.000
   2  X13113500 (*                        |                        ), 0.000,  0.000,  0.000,  0.000,  0.000
   2  X13113501 (*                        |                        ), 0.000,  0.000,  0.000,  0.000,  0.000
   3  X13113511 (*------------            |                        ), 0.000,  0.000,  0.000,  0.262,  0.270
   3  X13113600 (*                        |                        ), 0.000,  0.000,  0.000,  0.000,  0.000
   4  X13113601 (*                        |                        ), 0.000,  0.000,  0.000,  0.000,  0.000
   5  X13113700 (*                        |                        ), 0.000,  0.000,  0.000,  0.000,  0.000
   5  X13113701 (*                        |                        ), 0.000,  0.000,  0.000,  0.000,  0.000
   6  X11012500 (-*------------------     |                        ), 0.000,  0.000,  0.020,  0.289,  0.420
   6  X11012400 (-*---------------        |                        ), 0.000,  0.000,  0.031,  0.136,  0.357
   6  X12113411 (-*-----------            |                        ), 0.000,  0.000,  0.038,  0.262,  0.262
   6  X13002311 ( *---                    |                        ), 0.000,  0.038,  0.038,  0.074,  0.102
   7  X01013700 ( *                       |                        ), 0.038,  0.038,  0.040,  0.040,  0.040
   8  X11013401 (--*----------            |                        ), 0.000,  0.000,  0.041,  0.233,  0.269
   8  X12013401 (--*-----                 |                        ), 0.000,  0.000,  0.041,  0.083,  0.172
   8  X13102311 ( --*---------            |                        ), 0.037,  0.039,  0.070,  0.071,  0.263
   9  X12002301 (   *                     |                        ), 0.036,  0.071,  0.074,  0.075,  0.083
  10  X12112410 (---*---------            |                        ), 0.000,  0.000,  0.074,  0.262,  0.262
  10  X11113310 (---*----------           |                        ), 0.000,  0.000,  0.078,  0.262,  0.300
  10  X01012600 (   *                     |                        ), 0.077,  0.077,  0.080,  0.080,  0.080
  10  X13002300 (---*------               |                        ), 0.000,  0.000,  0.080,  0.151,  0.212
  10  X11112311 (----*---------           |                        ), 0.000,  0.000,  0.092,  0.262,  0.300
  10  X11112511 (-----*-------            |                        ), 0.000,  0.000,  0.103,  0.262,  0.262
  10  X01013600 (-----*                   |                        ), 0.000,  0.000,  0.111,  0.111,  0.111
